ID	strain	group	compartment	host	tax	nifh	genome_size	genes	taxonomy
4284	AIM010137	agbiome	Root	Soybean	Agrobacterium	FALSE	5681359	5334	Agrobacterium
4064	AIM005152	agbiome	Root	Soybean	Agrobacterium	FALSE	5752736	5488	Agrobacterium
4090	AIM006010	agbiome	Root	Soybean	Agrobacterium	FALSE	5574257	5264	Agrobacterium
4120	AIM007077	agbiome	Other	Soybean	Agrobacterium	FALSE	5600964	5255	Agrobacterium
4133	AIM007132	agbiome	Other	Soybean	Agrobacterium	FALSE	5600870	5261	Agrobacterium
4308	AIM010463	agbiome	Root	Corn	Agrobacterium	FALSE	5633799	5360	Agrobacterium
4094	AIM006025	agbiome	Root	Soybean	Agrobacterium	FALSE	5574021	5299	Agrobacterium
4111	AIM007047	agbiome	Other	Soybean	Agrobacterium	FALSE	5600643	5252	Agrobacterium
4117	AIM007069	agbiome	Other	Soybean	Agrobacterium	FALSE	5603102	5258	Agrobacterium
4119	AIM007075	agbiome	Other	Soybean	Agrobacterium	FALSE	5599136	5268	Agrobacterium
4296	AIM010362	agbiome	Root	Soybean	Agrobacterium	FALSE	5732169	5389	Agrobacterium
4298	AIM010370	agbiome	Root	Soybean	Agrobacterium	FALSE	5733154	5384	Agrobacterium
4314	AIM010469	agbiome	Root	Corn	Agrobacterium	FALSE	5635258	5354	Agrobacterium
4078	AIM005523	agbiome	Root	Soybean	Agrobacterium	FALSE	5640475	5336	Agrobacterium
4226	AIM009852	agbiome	Root	Soybean	Agrobacterium	FALSE	5678719	5403	Agrobacterium
4074	AIM005383	agbiome	Root	Soybean	Agrobacterium	FALSE	5746893	5437	Agrobacterium
4285	AIM010138	agbiome	Root	Soybean	Agrobacterium	FALSE	5869149	5581	Agrobacterium
4212	AIM009813	agbiome	Root	Soybean	Agrobacterium	FALSE	5673658	5420	Agrobacterium
4080	AIM005574	agbiome	Root	Soybean	Agrobacterium	FALSE	5635825	5384	Agrobacterium
4355	AIM010992	agbiome	Root	Soybean	Agrobacterium	FALSE	5780163	5668	Agrobacterium
4063	AIM005142	agbiome	Root	Soybean	Agrobacterium	FALSE	5579053	5259	Agrobacterium
4211	AIM009812	agbiome	Root	Soybean	Agrobacterium	FALSE	5637817	5326	Agrobacterium
4528	AIM013716	agbiome	Other	Corn	Agrobacterium	FALSE	5725803	5434	Agrobacterium
4151	AIM007761	agbiome	Other	Corn	Agrobacterium	FALSE	5620721	5283	Agrobacterium
4210	AIM009811	agbiome	Root	Soybean	Agrobacterium	FALSE	5668893	5365	Agrobacterium
4396	AIM011483	agbiome	Root	Soybean	Agrobacterium	FALSE	5676165	5417	Agrobacterium
4267	AIM009975	agbiome	Root	Soybean	Agrobacterium	FALSE	5682267	5380	Agrobacterium
4217	AIM009821	agbiome	Root	Soybean	Agrobacterium	FALSE	5632964	5513	Agrobacterium
4566	AIM013986	agbiome	Insect	Insect	Agrobacterium	FALSE	5546136	5290	Agrobacterium
3014	P4	public	Nodule	Legume	Agrobacterium	FALSE	5570940	5228	Agrobacterium
3013	WRT31	public	Nodule	Legume	Agrobacterium	FALSE	5878747	5571	Agrobacterium
4225	AIM009848	agbiome	Root	Soybean	Agrobacterium	FALSE	5678988	5581	Agrobacterium
2072	Root491	atsphere	Root	Arabidopsis	Agrobacterium	FALSE	5513853	5223	Agrobacterium
3017	LBA4213 (Ach5)	public	Nodule	Legume	Agrobacterium	FALSE	5630690	5258	Agrobacterium
3035	Ach5	public	Nodule	Legume	Agrobacterium	FALSE	5668655	5299	Agrobacterium
4137	AIM007139	agbiome	Other	Soybean	Agrobacterium	FALSE	5563363	5249	Agrobacterium
4812	AIM016659	agbiome	Soil	Oats	Agrobacterium	FALSE	5238060	4865	Agrobacterium
4844	AIM022325	agbiome	Root	Wheat	Agrobacterium	FALSE	5553860	5248	Agrobacterium
4408	AIM011781	agbiome	Root	Soybean	Agrobacterium	FALSE	5569501	5277	Agrobacterium
4405	AIM011776	agbiome	Root	Soybean	Agrobacterium	FALSE	5725082	5511	Agrobacterium
4055	AIM004105	agbiome	Root	Soybean	Agrobacterium	FALSE	5799925	5539	Agrobacterium
4056	AIM004137	agbiome	Root	Corn	Agrobacterium	FALSE	5676267	5327	Agrobacterium
4057	AIM004143	agbiome	Root	Corn	Agrobacterium	FALSE	5675969	5327	Agrobacterium
4001	AIM000243	agbiome	Leaf	Maple	Agrobacterium	FALSE	5673881	5369	Agrobacterium
4004	AIM000468	agbiome	Other	Corn	Agrobacterium	FALSE	5671075	5350	Agrobacterium
4003	AIM000467	agbiome	Other	Corn	Agrobacterium	FALSE	5671864	5383	Agrobacterium
4000	AIM000241	agbiome	Leaf	Maple	Agrobacterium	FALSE	5667880	5396	Agrobacterium
4002	AIM000250	agbiome	Leaf	Maple	Agrobacterium	FALSE	5670692	5383	Agrobacterium
4420	AIM011971	agbiome	Root	Corn	Agrobacterium	FALSE	5816738	5603	Agrobacterium
4399	AIM011718	agbiome	Root	Corn	Agrobacterium	FALSE	5875418	5692	Agrobacterium
4421	AIM011973	agbiome	Root	Corn	Agrobacterium	FALSE	5877719	5696	Agrobacterium
4184	AIM008710	agbiome	Other	Corn	Agrobacterium	FALSE	5655731	5359	Agrobacterium
4202	AIM008877	agbiome	Other	Corn	Agrobacterium	FALSE	5657653	5354	Agrobacterium
4204	AIM008906	agbiome	Other	Corn	Agrobacterium	FALSE	5659599	5357	Agrobacterium
4185	AIM008716	agbiome	Other	Corn	Agrobacterium	FALSE	5657896	5357	Agrobacterium
4195	AIM008787	agbiome	Other	Corn	Agrobacterium	FALSE	5662401	5359	Agrobacterium
4192	AIM008773	agbiome	Other	Corn	Agrobacterium	FALSE	5660160	5368	Agrobacterium
4174	AIM008676	agbiome	Other	Corn	Agrobacterium	FALSE	5658746	5362	Agrobacterium
4187	AIM008761	agbiome	Other	Corn	Agrobacterium	FALSE	5656958	5360	Agrobacterium
4194	AIM008782	agbiome	Other	Corn	Agrobacterium	FALSE	5656304	5372	Agrobacterium
4176	AIM008684	agbiome	Other	Corn	Agrobacterium	FALSE	5656850	5360	Agrobacterium
4179	AIM008692	agbiome	Other	Corn	Agrobacterium	FALSE	5663716	5370	Agrobacterium
4181	AIM008702	agbiome	Other	Corn	Agrobacterium	FALSE	7116197	7050	Agrobacterium
4191	AIM008772	agbiome	Other	Corn	Agrobacterium	FALSE	5662719	5647	Agrobacterium
4190	AIM008767	agbiome	Other	Corn	Agrobacterium	FALSE	7118739	7045	Agrobacterium
4200	AIM008867	agbiome	Other	Corn	Agrobacterium	FALSE	5650702	5386	Agrobacterium
4198	AIM008851	agbiome	Other	Corn	Agrobacterium	FALSE	5648538	5398	Agrobacterium
4186	AIM008719	agbiome	Other	Corn	Agrobacterium	FALSE	5678265	6704	Agrobacterium
4175	AIM008682	agbiome	Other	Corn	Agrobacterium	FALSE	5641328	5457	Agrobacterium
4276	AIM010110	agbiome	Root	Soybean	Agrobacterium	FALSE	5782673	5501	Agrobacterium
4101	AIM006747	agbiome	Root	Soybean	Agrobacterium	FALSE	5765289	5494	Agrobacterium
4599	AIM014366	agbiome	Other	Other	Agrobacterium	FALSE	5724984	5519	Agrobacterium
4336	AIM010696	agbiome	Root	Soybean	Agrobacterium	FALSE	5693822	5357	Agrobacterium
4443	AIM012632	agbiome	Root	Oats	Agrobacterium	FALSE	5831411	5541	Agrobacterium
4213	AIM009815	agbiome	Root	Soybean	Agrobacterium	FALSE	5719638	5437	Agrobacterium
4106	AIM007037	agbiome	Other	Soybean	Agrobacterium	FALSE	5385368	5062	Agrobacterium
4122	AIM007092	agbiome	Other	Soybean	Agrobacterium	FALSE	5384852	5061	Agrobacterium
4131	AIM007118	agbiome	Other	Soybean	Agrobacterium	FALSE	5383452	5060	Agrobacterium
4197	AIM008801	agbiome	Other	Corn	Agrobacterium	FALSE	5614227	5349	Agrobacterium
4510	AIM013209	agbiome	Insect	Insect	Agrobacterium	FALSE	5749033	5548	Agrobacterium
4007	AIM002084	agbiome	Root	Soybean	Agrobacterium	FALSE	5423814	5292	Agrobacterium
4601	AIM014372	agbiome	Other	Other	Agrobacterium	FALSE	5682710	5343	Agrobacterium
4598	AIM014360	agbiome	Other	Other	Agrobacterium	FALSE	5680579	5721	Agrobacterium
4577	AIM014242	agbiome	Other	Other	Agrobacterium	FALSE	5681471	5332	Agrobacterium
4574	AIM014231	agbiome	Other	Other	Agrobacterium	FALSE	5677885	5342	Agrobacterium
4581	AIM014256	agbiome	Other	Other	Agrobacterium	FALSE	5654778	5449	Agrobacterium
4332	AIM010685	agbiome	Root	Soybean	Agrobacterium	FALSE	5452069	5134	Agrobacterium
4600	AIM014370	agbiome	Other	Other	Agrobacterium	FALSE	5436142	5209	Agrobacterium
4603	AIM014386	agbiome	Other	Other	Agrobacterium	FALSE	5438170	5893	Agrobacterium
4568	AIM013995	agbiome	Insect	Insect	Agrobacterium	FALSE	5428908	5167	Agrobacterium
4567	AIM013988	agbiome	Insect	Insect	Agrobacterium	FALSE	5426882	5146	Agrobacterium
4570	AIM014002	agbiome	Insect	Insect	Agrobacterium	FALSE	5428613	5149	Agrobacterium
4569	AIM013999	agbiome	Insect	Insect	Agrobacterium	FALSE	5427444	5150	Agrobacterium
4571	AIM014007	agbiome	Insect	Insect	Agrobacterium	FALSE	5430127	5162	Agrobacterium
4572	AIM014014	agbiome	Insect	Insect	Agrobacterium	FALSE	5423912	5163	Agrobacterium
4334	AIM010691	agbiome	Root	Soybean	Agrobacterium	FALSE	5718963	5414	Agrobacterium
4009	AIM002375	agbiome	Root	Corn	Agrobacterium	FALSE	5563561	5279	Agrobacterium
4343	AIM010727	agbiome	Root	Soybean	Agrobacterium	FALSE	5714552	5439	Agrobacterium
4084	AIM005656	agbiome	Root	Corn	Agrobacterium	FALSE	5639520	5471	Agrobacterium
4062	AIM005138	agbiome	Root	Soybean	Agrobacterium	FALSE	5703257	5445	Agrobacterium
4065	AIM005159	agbiome	Root	Soybean	Agrobacterium	FALSE	5702422	5502	Agrobacterium
4113	AIM007050	agbiome	Other	Soybean	Agrobacterium	FALSE	5767888	5443	Agrobacterium
4138	AIM007141	agbiome	Other	Soybean	Agrobacterium	FALSE	5637435	5325	Agrobacterium
4139	AIM007145	agbiome	Other	Soybean	Agrobacterium	FALSE	5640751	5338	Agrobacterium
4340	AIM010703	agbiome	Root	Soybean	Agrobacterium	FALSE	5683522	5394	Agrobacterium
4112	AIM007048	agbiome	Other	Soybean	Agrobacterium	FALSE	5635668	5328	Agrobacterium
4104	AIM007029	agbiome	Other	Soybean	Agrobacterium	FALSE	5633800	5321	Agrobacterium
4123	AIM007094	agbiome	Other	Soybean	Agrobacterium	FALSE	5634661	5328	Agrobacterium
4130	AIM007117	agbiome	Other	Soybean	Agrobacterium	FALSE	5766331	5450	Agrobacterium
4008	AIM002219	agbiome	Root	Soybean	Agrobacterium	FALSE	5631219	5326	Agrobacterium
4214	AIM009816	agbiome	Root	Soybean	Agrobacterium	FALSE	6063337	5811	Agrobacterium
4116	AIM007058	agbiome	Other	Soybean	Agrobacterium	FALSE	5848234	5490	Agrobacterium
4342	AIM010723	agbiome	Root	Soybean	Agrobacterium	FALSE	5600496	5337	Agrobacterium
4006	AIM002081	agbiome	Root	Soybean	Agrobacterium	FALSE	5581032	10058	Agrobacterium
3033	KFB 330	public	Nodule	Legume	Agrobacterium	FALSE	6297907	5889	Agrobacterium
3420	39/7	public	Nodule	Legume	Agrobacterium	FALSE	5325139	4999	Agrobacterium
3005	F2	public	Nodule	Legume	Agrobacterium	FALSE	5465705	5108	Agrobacterium
3024	S2	public	Nodule	Legume	Agrobacterium	FALSE	6003183	5684	Agrobacterium
3036	LC34	public	Nodule	Legume	Agrobacterium	FALSE	5601128	5272	Agrobacterium
2075	Root651	atsphere	Root	Arabidopsis	Agrobacterium	FALSE	5804683	5569	Agrobacterium
3037	SUL3	public	Nodule	Legume	Agrobacterium	FALSE	6013863	5799	Agrobacterium
3378	IRBG74	public	Nodule	Legume	Agrobacterium	TRUE	5464982	5192	Agrobacterium
4654	AIM014640	agbiome	Other	Cucumber	Agrobacterium	FALSE	5034344	4794	Agrobacterium
4630	AIM014531	agbiome	Other	Rice	Agrobacterium	FALSE	5126806	4891	Agrobacterium
4638	AIM014546	agbiome	Other	Rice	Agrobacterium	FALSE	5170689	4996	Agrobacterium
4648	AIM014593	agbiome	Other	Other	Agrobacterium	FALSE	5168935	5004	Agrobacterium
4624	AIM014518	agbiome	Other	Rice	Agrobacterium	FALSE	5167766	5002	Agrobacterium
4634	AIM014541	agbiome	Other	Rice	Agrobacterium	FALSE	5171750	4985	Agrobacterium
4655	AIM014646	agbiome	Other	Cucumber	Agrobacterium	FALSE	5022980	4808	Agrobacterium
4645	AIM014580	agbiome	Other	Other	Agrobacterium	FALSE	5170094	4981	Agrobacterium
4646	AIM014583	agbiome	Other	Other	Agrobacterium	FALSE	5143553	4933	Agrobacterium
4656	AIM014647	agbiome	Other	Cucumber	Agrobacterium	FALSE	5145225	4931	Agrobacterium
4658	AIM014655	agbiome	Other	Cucumber	Agrobacterium	FALSE	4956709	4784	Agrobacterium
4764	AIM015603	agbiome	Other	Cucumber	Agrobacterium	FALSE	4934798	4721	Agrobacterium
4743	AIM015447	agbiome	Other	Rice	Agrobacterium	FALSE	4958338	4778	Agrobacterium
4744	AIM015448	agbiome	Other	Rice	Agrobacterium	FALSE	4955432	4759	Agrobacterium
4665	AIM014704	agbiome	Other	Cucumber	Agrobacterium	FALSE	4936808	4820	Agrobacterium
4651	AIM014632	agbiome	Other	Corn	Agrobacterium	FALSE	5032021	4827	Agrobacterium
4783	AIM015852	agbiome	Other	Cucumber	Agrobacterium	FALSE	5073992	4882	Agrobacterium
4763	AIM015602	agbiome	Other	Cucumber	Agrobacterium	FALSE	4958648	4768	Agrobacterium
4622	AIM014516	agbiome	Other	Rice	Agrobacterium	FALSE	5169225	4985	Agrobacterium
4628	AIM014526	agbiome	Other	Rice	Agrobacterium	FALSE	5170577	4991	Agrobacterium
4797	AIM016109	agbiome	Other	Cucumber	Agrobacterium	FALSE	5146129	4920	Agrobacterium
4644	AIM014573	agbiome	Other	Other	Agrobacterium	FALSE	5167410	4998	Agrobacterium
4641	AIM014552	agbiome	Other	Rice	Agrobacterium	FALSE	5165036	5003	Agrobacterium
4643	AIM014564	agbiome	Other	Other	Agrobacterium	FALSE	5143213	4942	Agrobacterium
4796	AIM016108	agbiome	Other	Cucumber	Agrobacterium	FALSE	5141035	4953	Agrobacterium
4636	AIM014543	agbiome	Other	Rice	Agrobacterium	FALSE	5158422	5030	Agrobacterium
4617	AIM014503	agbiome	Other	Cucumber	Agrobacterium	FALSE	5025342	4825	Agrobacterium
4631	AIM014536	agbiome	Other	Rice	Agrobacterium	FALSE	5160252	5047	Agrobacterium
3405	H41	public	Nodule	Legume	Agrobacterium	FALSE	5550942	5451	Agrobacterium
3332	HPC(L)	public	Nodule	Legume	Agrobacterium	FALSE	5268198	5376	Agrobacterium
4647	AIM014590	agbiome	Other	Other	Agrobacterium	FALSE	5363102	5168	Agrobacterium
4650	AIM014620	agbiome	Other	Corn	Agrobacterium	FALSE	5207664	4999	Agrobacterium
4795	AIM016077	agbiome	Other	Rice	Agrobacterium	FALSE	5204247	5003	Agrobacterium
4767	AIM015613	agbiome	Other	Rice	Agrobacterium	FALSE	5186609	4975	Agrobacterium
4761	AIM015582	agbiome	Other	Other	Agrobacterium	FALSE	5345963	5147	Agrobacterium
3021	33MFTa1.1	public	Nodule	Legume	Agrobacterium	FALSE	5304664	5014	Agrobacterium
3419	UR51a	public	Nodule	Legume	Agrobacterium	FALSE	5229696	4934	Agrobacterium
4509	AIM013178	agbiome	Insect	Insect	Agrobacterium	FALSE	5232007	4984	Agrobacterium
4148	AIM007756	agbiome	Other	Corn	Agrobacterium	FALSE	5340451	5105	Agrobacterium
4525	AIM013621	agbiome	Other	Corn	Agrobacterium	FALSE	5295415	5138	Agrobacterium
4662	AIM014667	agbiome	Other	Cucumber	Agrobacterium	FALSE	5428146	5229	Agrobacterium
4659	AIM014658	agbiome	Other	Cucumber	Agrobacterium	FALSE	5476415	5313	Agrobacterium
4660	AIM014659	agbiome	Other	Cucumber	Agrobacterium	FALSE	5478411	5302	Agrobacterium
3018	S33	public	Nodule	Legume	Agrobacterium	FALSE	5373510	5395	Agrobacterium
3009	Cherry 2E-2-2	public	Nodule	Legume	Agrobacterium	FALSE	5422599	5078	Agrobacterium
3002	C58	public	Nodule	Legume	Agrobacterium	FALSE	5674258	5288	Agrobacterium
3025	LBA4404	public	Nodule	Legume	Agrobacterium	FALSE	5611635	5258	Agrobacterium
3034	F4	public	Nodule	Legume	Agrobacterium	FALSE	5615171	5356	Agrobacterium
4839	AIM018671	agbiome	Leaf	Other	Agrobacterium	FALSE	5620858	5301	Agrobacterium
3004	ATCC 31749	public	Nodule	Legume	Agrobacterium	FALSE	5457251	5168	Agrobacterium
4085	AIM005662	agbiome	Root	Corn	Agrobacterium	FALSE	5682439	5488	Agrobacterium
3015	UNC420CL41Cvi	public	Nodule	Legume	Agrobacterium	FALSE	4966114	4624	Agrobacterium
3011	224MFTsu3.1	public	Nodule	Legume	Agrobacterium	FALSE	4799379	4469	Agrobacterium
4045	AIM003867	agbiome	Root	Soybean	Agrobacterium	FALSE	5035720	4718	Agrobacterium
4246	AIM009945	agbiome	Root	Soybean	Agrobacterium	FALSE	5302701	5464	Agrobacterium
4053	AIM003885	agbiome	Root	Soybean	Agrobacterium	FALSE	4992793	5029	Agrobacterium
4020	AIM002627	agbiome	Root	Corn	Agrobacterium	FALSE	5042777	4705	Agrobacterium
4031	AIM002835	agbiome	Root	Corn	Agrobacterium	FALSE	5044939	4681	Agrobacterium
4028	AIM002721	agbiome	Root	Soybean	Agrobacterium	FALSE	5038946	4692	Agrobacterium
4015	AIM002603	agbiome	Root	Corn	Agrobacterium	FALSE	5042391	4717	Agrobacterium
4016	AIM002604	agbiome	Root	Corn	Agrobacterium	FALSE	5043139	4713	Agrobacterium
4021	AIM002632	agbiome	Root	Corn	Agrobacterium	FALSE	5042568	4690	Agrobacterium
4024	AIM002708	agbiome	Root	Soybean	Agrobacterium	FALSE	5042289	4682	Agrobacterium
4014	AIM002602	agbiome	Root	Corn	Agrobacterium	FALSE	5043696	4731	Agrobacterium
4017	AIM002605	agbiome	Root	Corn	Agrobacterium	FALSE	5040587	4747	Agrobacterium
4029	AIM002749	agbiome	Root	Soybean	Agrobacterium	FALSE	5041343	4689	Agrobacterium
4018	AIM002606	agbiome	Root	Corn	Agrobacterium	FALSE	5041873	4744	Agrobacterium
4023	AIM002692	agbiome	Root	Soybean	Agrobacterium	FALSE	5037685	4698	Agrobacterium
4025	AIM002709	agbiome	Root	Soybean	Agrobacterium	FALSE	5037761	4719	Agrobacterium
4027	AIM002712	agbiome	Root	Soybean	Agrobacterium	FALSE	5039692	4686	Agrobacterium
4012	AIM002600	agbiome	Root	Corn	Agrobacterium	FALSE	5036932	4696	Agrobacterium
4013	AIM002601	agbiome	Root	Corn	Agrobacterium	FALSE	5040656	4731	Agrobacterium
4026	AIM002711	agbiome	Root	Soybean	Agrobacterium	FALSE	5037358	4708	Agrobacterium
4036	AIM003039	agbiome	Other	Nematode	Agrobacterium	FALSE	5037314	4708	Agrobacterium
4022	AIM002638	agbiome	Root	Corn	Agrobacterium	FALSE	5032861	4757	Agrobacterium
4019	AIM002608	agbiome	Root	Corn	Agrobacterium	FALSE	5033012	4742	Agrobacterium
4532	AIM013872	agbiome	Other	Other	Agrobacterium	FALSE	5522284	5247	Agrobacterium
4040	AIM003246	agbiome	Insect	Insect	Agrobacterium	FALSE	5111713	4872	Agrobacterium
4274	AIM010104	agbiome	Root	Soybean	Agrobacterium	FALSE	5584044	5225	Agrobacterium
4297	AIM010363	agbiome	Root	Soybean	Agrobacterium	FALSE	5581221	5227	Agrobacterium
4279	AIM010121	agbiome	Root	Soybean	Agrobacterium	FALSE	5584226	5231	Agrobacterium
4294	AIM010332	agbiome	Root	Soybean	Agrobacterium	FALSE	5580973	5228	Agrobacterium
4293	AIM010325	agbiome	Root	Soybean	Agrobacterium	FALSE	5584794	5225	Agrobacterium
4299	AIM010384	agbiome	Root	Soybean	Agrobacterium	FALSE	5582738	5233	Agrobacterium
4153	AIM007763	agbiome	Other	Corn	Agrobacterium	FALSE	5503666	5209	Agrobacterium
4155	AIM007769	agbiome	Other	Corn	Agrobacterium	FALSE	5500837	5200	Agrobacterium
4147	AIM007755	agbiome	Other	Corn	Agrobacterium	FALSE	5499078	5202	Agrobacterium
4149	AIM007757	agbiome	Other	Corn	Agrobacterium	FALSE	5498569	5220	Agrobacterium
4290	AIM010164	agbiome	Root	Soybean	Agrobacterium	FALSE	5537329	5248	Agrobacterium
4305	AIM010425	agbiome	Root	Corn	Agrobacterium	FALSE	5541016	5271	Agrobacterium
4032	AIM002914	agbiome	Other	Soybean	Agrobacterium	FALSE	5595601	5318	Agrobacterium
4157	AIM007779	agbiome	Other	Corn	Agrobacterium	FALSE	5499933	5201	Agrobacterium
4289	AIM010148	agbiome	Root	Soybean	Agrobacterium	FALSE	5534827	5255	Agrobacterium
4044	AIM003865	agbiome	Root	Soybean	Agrobacterium	FALSE	5576378	5318	Agrobacterium
4150	AIM007759	agbiome	Other	Corn	Agrobacterium	FALSE	5497564	5215	Agrobacterium
4304	AIM010424	agbiome	Root	Corn	Agrobacterium	FALSE	5546883	5281	Agrobacterium
4232	AIM009929	agbiome	Root	Soybean	Agrobacterium	FALSE	5564432	5298	Agrobacterium
4291	AIM010168	agbiome	Root	Soybean	Agrobacterium	FALSE	5580016	5283	Agrobacterium
4301	AIM010389	agbiome	Root	Corn	Agrobacterium	FALSE	5541312	5279	Agrobacterium
4146	AIM007737	agbiome	Other	Corn	Agrobacterium	FALSE	5497221	5231	Agrobacterium
4154	AIM007764	agbiome	Other	Corn	Agrobacterium	FALSE	5501625	6124	Agrobacterium
4283	AIM010131	agbiome	Root	Soybean	Agrobacterium	FALSE	5576182	5291	Agrobacterium
4278	AIM010116	agbiome	Root	Soybean	Agrobacterium	FALSE	5578615	5303	Agrobacterium
4275	AIM010107	agbiome	Root	Soybean	Agrobacterium	FALSE	5559159	5344	Agrobacterium
4286	AIM010141	agbiome	Root	Soybean	Agrobacterium	FALSE	5576648	5302	Agrobacterium
4240	AIM009938	agbiome	Root	Soybean	Agrobacterium	FALSE	5559423	5318	Agrobacterium
4273	AIM010101	agbiome	Root	Soybean	Agrobacterium	FALSE	5571508	5317	Agrobacterium
4302	AIM010401	agbiome	Root	Corn	Agrobacterium	FALSE	5537980	5368	Agrobacterium
4300	AIM010388	agbiome	Root	Corn	Agrobacterium	FALSE	5529268	5347	Agrobacterium
4287	AIM010143	agbiome	Root	Soybean	Agrobacterium	FALSE	5582252	5234	Agrobacterium
4164	AIM008391	agbiome	Other	Corn	Agrobacterium	FALSE	5546606	5305	Agrobacterium
4165	AIM008397	agbiome	Other	Corn	Agrobacterium	FALSE	5477640	5201	Agrobacterium
4096	AIM006058	agbiome	Root	Soybean	Agrobacterium	FALSE	5523771	5265	Agrobacterium
4161	AIM008286	agbiome	Other	Corn	Agrobacterium	FALSE	5547787	5305	Agrobacterium
4295	AIM010359	agbiome	Root	Soybean	Agrobacterium	FALSE	5577691	5245	Agrobacterium
4088	AIM005991	agbiome	Root	Soybean	Agrobacterium	FALSE	5522308	5276	Agrobacterium
4091	AIM006019	agbiome	Root	Soybean	Agrobacterium	FALSE	5523249	5265	Agrobacterium
4167	AIM008460	agbiome	Other	Corn	Agrobacterium	FALSE	5542775	5317	Agrobacterium
4533	AIM013874	agbiome	Other	Other	Agrobacterium	FALSE	5478581	5188	Agrobacterium
4168	AIM008487	agbiome	Other	Corn	Agrobacterium	FALSE	5551385	5326	Agrobacterium
4089	AIM006007	agbiome	Root	Soybean	Agrobacterium	FALSE	5521441	5269	Agrobacterium
4092	AIM006020	agbiome	Root	Soybean	Agrobacterium	FALSE	5507556	5252	Agrobacterium
4280	AIM010122	agbiome	Root	Soybean	Agrobacterium	FALSE	5563583	5292	Agrobacterium
4166	AIM008399	agbiome	Other	Corn	Agrobacterium	FALSE	5539225	5346	Agrobacterium
4102	AIM006756	agbiome	Root	Soybean	Agrobacterium	FALSE	5489930	5210	Agrobacterium
4100	AIM006742	agbiome	Root	Soybean	Agrobacterium	FALSE	5491129	5214	Agrobacterium
4223	AIM009841	agbiome	Root	Soybean	Agrobacterium	FALSE	5368347	5090	Agrobacterium
4264	AIM009972	agbiome	Root	Soybean	Agrobacterium	FALSE	5504660	5245	Agrobacterium
4266	AIM009974	agbiome	Root	Soybean	Agrobacterium	FALSE	5503643	5241	Agrobacterium
4255	AIM009956	agbiome	Root	Soybean	Agrobacterium	FALSE	5504468	5249	Agrobacterium
4216	AIM009820	agbiome	Root	Soybean	Agrobacterium	FALSE	5419406	5175	Agrobacterium
4241	AIM009940	agbiome	Root	Soybean	Agrobacterium	FALSE	5502952	5252	Agrobacterium
4257	AIM009960	agbiome	Root	Soybean	Agrobacterium	FALSE	5504821	5242	Agrobacterium
4263	AIM009970	agbiome	Root	Soybean	Agrobacterium	FALSE	5499981	5248	Agrobacterium
4209	AIM009810	agbiome	Root	Soybean	Agrobacterium	FALSE	5429653	5154	Agrobacterium
4251	AIM009951	agbiome	Root	Soybean	Agrobacterium	FALSE	5501438	5242	Agrobacterium
4242	AIM009941	agbiome	Root	Soybean	Agrobacterium	FALSE	5500724	5253	Agrobacterium
4227	AIM009920	agbiome	Root	Soybean	Agrobacterium	FALSE	5500371	5249	Agrobacterium
4234	AIM009931	agbiome	Root	Soybean	Agrobacterium	FALSE	5501926	5254	Agrobacterium
4245	AIM009944	agbiome	Root	Soybean	Agrobacterium	FALSE	5499934	5253	Agrobacterium
4221	AIM009834	agbiome	Root	Soybean	Agrobacterium	FALSE	5475373	5324	Agrobacterium
4042	AIM003290	agbiome	Insect	Insect	Agrobacterium	FALSE	5423757	5191	Agrobacterium
4282	AIM010130	agbiome	Root	Soybean	Agrobacterium	FALSE	5549016	5244	Agrobacterium
4288	AIM010145	agbiome	Root	Soybean	Agrobacterium	FALSE	5362797	5071	Agrobacterium
4272	AIM010098	agbiome	Root	Soybean	Agrobacterium	FALSE	5360423	5078	Agrobacterium
4281	AIM010124	agbiome	Root	Soybean	Agrobacterium	FALSE	5364047	5079	Agrobacterium
4317	AIM010543	agbiome	Root	Soybean	Agrobacterium	FALSE	5359834	5107	Agrobacterium
4292	AIM010318	agbiome	Root	Soybean	Agrobacterium	FALSE	5499572	5222	Agrobacterium
4254	AIM009955	agbiome	Root	Soybean	Agrobacterium	FALSE	5427994	5192	Agrobacterium
4357	AIM011000	agbiome	Root	Soybean	Agrobacterium	FALSE	5056577	4723	Agrobacterium
4389	AIM011343	agbiome	Root	Soybean	Agrobacterium	FALSE	5055407	4731	Agrobacterium
4394	AIM011466	agbiome	Root	Soybean	Agrobacterium	FALSE	5055211	4817	Agrobacterium
4356	AIM010996	agbiome	Root	Soybean	Agrobacterium	FALSE	5048668	4750	Agrobacterium
4354	AIM010991	agbiome	Root	Soybean	Agrobacterium	FALSE	5050768	4743	Agrobacterium
4377	AIM011253	agbiome	Root	Soybean	Agrobacterium	FALSE	5041553	4777	Agrobacterium
4375	AIM011250	agbiome	Root	Soybean	Agrobacterium	FALSE	5050657	4754	Agrobacterium
4410	AIM011789	agbiome	Root	Soybean	Agrobacterium	FALSE	5421352	5141	Agrobacterium
4409	AIM011786	agbiome	Root	Soybean	Agrobacterium	FALSE	5418987	5174	Agrobacterium
4411	AIM011796	agbiome	Root	Soybean	Agrobacterium	FALSE	5414039	5176	Agrobacterium
4407	AIM011779	agbiome	Root	Soybean	Agrobacterium	FALSE	5417244	5172	Agrobacterium
