ID	collection	procedence	GC_ID	n_contigs	tot_length	N50	N90	n_genes	quality	kingdom	phylum	class	order	family	genus	taxonomic_group	host	compartment	soil	alternative_ID	plate_position	acession_number	RSV_V2V4_ID	RSV_V5V7_ID	copy_number_16S
Bacillus6692	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Other_plant	NC	AIM025452			NA	NA	NA
Bacillus6693	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Other_plant	NC	AIM025453			NA	NA	NA
Bacillus6694	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Other_plant	NC	AIM025454			NA	NA	NA
Bacillus6695	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Other_plant	NC	AIM025455			NA	NA	NA
Bacillus6696	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Other_plant	NC	AIM025456			NA	NA	NA
Bacillus6697	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Other_plant	NC	AIM025457			NA	NA	NA
Bacillus6698	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025459			NA	NA	NA
Bacillus6699	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025460			NA	NA	NA
Bacillus6700	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025461			NA	NA	NA
Bacillus6701	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025462			NA	NA	NA
Bacillus6702	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025463			NA	NA	NA
Bacillus6703	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025464			NA	NA	NA
Bacillus6704	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025465			NA	NA	NA
Bacillus6705	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025467			NA	NA	NA
Bacillus6706	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025468			NA	NA	NA
Bacillus6707	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025469			NA	NA	NA
Bacillus6708	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025470			NA	NA	NA
Bacillus6709	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025471			NA	NA	NA
Bacillus6710	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025472			NA	NA	NA
Bacillus6711	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025473			NA	NA	NA
Bacillus6712	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025474			NA	NA	NA
Bacillus6713	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025475			NA	NA	NA
Bacillus6714	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025476			NA	NA	NA
Bacillus6715	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025477			NA	NA	NA
Bacillus6716	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025478			NA	NA	NA
Bacillus6717	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025479			NA	NA	NA
Bacillus6718	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025480			NA	NA	NA
Bacillus6719	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025481			NA	NA	NA
Bacillus6720	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025482			NA	NA	NA
Bacillus6721	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025483			NA	NA	NA
Bacillus6722	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025484			NA	NA	NA
Bacillus6723	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025485			NA	NA	NA
Bacillus6724	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025487			NA	NA	NA
Bacillus6725	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025488			NA	NA	NA
Bacillus6726	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025489			NA	NA	NA
Bacillus6727	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025490			NA	NA	NA
Bacillus6728	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025491			NA	NA	NA
Bacillus6729	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025492			NA	NA	NA
Bacillus6730	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025493			NA	NA	NA
Bacillus6731	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025494			NA	NA	NA
Bacillus6732	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025495			NA	NA	NA
Bacillus6733	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025496			NA	NA	NA
Bacillus6734	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025497			NA	NA	NA
Bacillus6735	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025498			NA	NA	NA
Bacillus6736	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025499			NA	NA	NA
Bacillus6737	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025500			NA	NA	NA
Bacillus6738	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025501			NA	NA	NA
Bacillus6739	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025503			NA	NA	NA
Bacillus6740	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025504			NA	NA	NA
Bacillus6741	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025505			NA	NA	NA
Bacillus6742	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025507			NA	NA	NA
Bacillus6743	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025508			NA	NA	NA
Bacillus6744	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025509			NA	NA	NA
Bacillus6745	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025510			NA	NA	NA
Bacillus6746	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025512			NA	NA	NA
Bacillus6747	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025513			NA	NA	NA
Bacillus6748	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025514			NA	NA	NA
Bacillus6749	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025515			NA	NA	NA
Bacillus6750	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025517			NA	NA	NA
Bacillus6751	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025518			NA	NA	NA
Bacillus6752	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025519			NA	NA	NA
Bacillus6753	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025520			NA	NA	NA
Bacillus6754	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025521			NA	NA	NA
Bacillus6755	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025522			NA	NA	NA
Bacillus6756	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025523			NA	NA	NA
Bacillus6757	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025524			NA	NA	NA
Bacillus6758	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025525			NA	NA	NA
Bacillus6759	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025526			NA	NA	NA
Bacillus6760	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025527			NA	NA	NA
Bacillus6761	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025528			NA	NA	NA
Bacillus6762	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025529			NA	NA	NA
Bacillus6763	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025530			NA	NA	NA
Bacillus6764	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025531			NA	NA	NA
Bacillus6765	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025532			NA	NA	NA
Bacillus6766	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025533			NA	NA	NA
Bacillus6767	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025534			NA	NA	NA
Bacillus6768	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025535			NA	NA	NA
Bacillus6769	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025537			NA	NA	NA
Bacillus6770	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025538			NA	NA	NA
Bacillus6771	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025539			NA	NA	NA
Bacillus6772	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025540			NA	NA	NA
Bacillus6773	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025541			NA	NA	NA
Bacillus6774	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025542			NA	NA	NA
Bacillus6775	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025543			NA	NA	NA
Bacillus6776	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025544			NA	NA	NA
Bacillus6777	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025545			NA	NA	NA
Bacillus6778	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025546			NA	NA	NA
Bacillus6779	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025547			NA	NA	NA
Bacillus6780	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025548			NA	NA	NA
Bacillus6781	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025549			NA	NA	NA
Bacillus6782	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025550			NA	NA	NA
Bacillus6783	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025551			NA	NA	NA
Bacillus6784	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025552			NA	NA	NA
Bacillus6785	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025553			NA	NA	NA
Bacillus6786	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025557			NA	NA	NA
Bacillus6787	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025558			NA	NA	NA
Bacillus6788	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025559			NA	NA	NA
Bacillus6789	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025560			NA	NA	NA
Bacillus6790	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025561			NA	NA	NA
Bacillus6791	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025562			NA	NA	NA
Bacillus6792	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025563			NA	NA	NA
Bacillus6793	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025564			NA	NA	NA
Bacillus6794	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025565			NA	NA	NA
Bacillus6795	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025566			NA	NA	NA
Bacillus6796	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025567			NA	NA	NA
Bacillus6797	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025570			NA	NA	NA
Bacillus6798	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025571			NA	NA	NA
Bacillus6799	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025572			NA	NA	NA
Bacillus6800	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025577			NA	NA	NA
Bacillus6801	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025578			NA	NA	NA
Bacillus6802	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025579			NA	NA	NA
Bacillus6803	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025580			NA	NA	NA
Bacillus6804	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025581			NA	NA	NA
Bacillus6805	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025583			NA	NA	NA
Bacillus6806	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025584			NA	NA	NA
Bacillus6807	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025585			NA	NA	NA
Bacillus6808	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025586			NA	NA	NA
Bacillus6809	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025587			NA	NA	NA
Bacillus6810	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025589			NA	NA	NA
Bacillus6811	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025590			NA	NA	NA
Bacillus6812	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025591			NA	NA	NA
Bacillus6813	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025592			NA	NA	NA
Bacillus6814	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025594			NA	NA	NA
Bacillus6815	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025595			NA	NA	NA
Bacillus6816	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025596			NA	NA	NA
Bacillus6817	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025597			NA	NA	NA
Bacillus6818	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025598			NA	NA	NA
Bacillus6819	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025599			NA	NA	NA
Bacillus6820	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025600			NA	NA	NA
Bacillus6821	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025601			NA	NA	NA
Bacillus6822	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025602			NA	NA	NA
Bacillus6823	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025604			NA	NA	NA
Bacillus6824	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025606			NA	NA	NA
Bacillus6825	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025607			NA	NA	NA
Bacillus6826	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025608			NA	NA	NA
Bacillus6827	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025609			NA	NA	NA
Bacillus6828	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025610			NA	NA	NA
Bacillus6829	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025611			NA	NA	NA
Bacillus6830	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025612			NA	NA	NA
Bacillus6831	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025614			NA	NA	NA
Bacillus6832	AgBiome	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			Root	NC	AIM025615			NA	NA	NA
